"","Year","Month","Day","GHI"
"999",2002,9,26,5733
"1000",2002,9,27,4779
"1001",2002,9,28,4304.5
"1002",2002,9,29,5321.5
"1003",2002,9,30,5032.5
"1004",2002,10,1,5658.5
"1005",2002,10,2,5711
"1006",2002,10,3,5052.5
"1007",2002,10,4,5334
"1008",2002,10,5,5213
"1009",2002,10,6,5234
"1010",2002,10,7,5333.5
"1011",2002,10,8,5168
"1012",2002,10,9,4684.5
"1013",2002,10,10,3351
"1014",2002,10,11,4378.5
"1015",2002,10,12,4946
"1016",2002,10,13,4884.5
"1017",2002,10,14,4852
"1018",2002,10,15,4626
"1019",2002,10,16,4733
"1020",2002,10,17,4661
"1021",2002,10,18,3523
"1022",2002,10,19,4235
"1023",2002,10,20,4364.5
"1024",2002,10,21,4432.5
"1025",2002,10,22,4347.5
"1026",2002,10,23,2560.5
"1027",2002,10,24,2501.5
"1028",2002,10,25,3242.5
"1029",2002,10,26,4118
"1030",2002,10,27,4075.5
"1031",2002,10,28,4202
"1032",2002,10,29,4114
"1033",2002,10,30,4149.5
"1034",2002,10,31,4071
"1035",2002,11,1,3787.5
"1036",2002,11,2,3911
"1037",2002,11,3,3703.5
"1038",2002,11,4,3944.5
"1039",2002,11,5,3827
"1040",2002,11,6,2432
"1041",2002,11,7,1466.5
"1042",2002,11,8,2397.5
"1043",2002,11,9,3518
"1044",2002,11,10,1549.5
"1045",2002,11,11,2575.5
"1046",2002,11,12,2643.5
"1047",2002,11,13,2676
"1048",2002,11,14,3176
"1049",2002,11,15,2454.5
"1050",2002,11,16,1761.5
"1051",2002,11,17,2973
"1052",2002,11,18,2828
"1053",2002,11,19,3225.5
"1054",2002,11,20,3057
"1055",2002,11,21,2160.5
"1056",2002,11,22,2110
"1057",2002,11,23,1127
"1058",2002,11,24,778
"1059",2002,11,25,3249
"1060",2002,11,26,3156
"1061",2002,11,27,2906.5
"1062",2002,11,28,3056.5
"1063",2002,11,29,2817
"1064",2002,11,30,1880
"1065",2002,12,1,2718.5
"1066",2002,12,2,2806
"1067",2002,12,3,2601
"1068",2002,12,4,2760.5
"1069",2002,12,5,2043
"1070",2002,12,6,2102.5
"1071",2002,12,7,2723.5
"1072",2002,12,8,1950
"1073",2002,12,9,693
"1074",2002,12,10,1490
"1075",2002,12,11,1425
"1076",2002,12,12,775
"1077",2002,12,13,428.5
"1078",2002,12,14,441.5
"1079",2002,12,15,735
"1080",2002,12,16,1409.5
"1081",2002,12,17,2330.5
"1082",2002,12,18,2697.5
"1083",2002,12,19,285
"1084",2002,12,20,657.5
"1085",2002,12,21,1441
"1086",2002,12,22,2791
"1087",2002,12,23,2812
"1088",2002,12,24,1503
"1089",2002,12,25,1215
"1090",2002,12,26,702
"1091",2002,12,27,513.5
"1092",2002,12,28,454
"1093",2002,12,29,2326.5
"1094",2002,12,30,561.5
"1095",2002,12,31,2522
"1096",2003,1,1,2491
"1097",2003,1,2,1307
"1098",2003,1,3,2434
"1099",2003,1,4,1758
"1100",2003,1,5,2778
"1101",2003,1,6,2973.5
"1102",2003,1,7,2314
"1103",2003,1,8,1004
"1104",2003,1,9,612.5
"1105",2003,1,10,966.5
"1106",2003,1,11,804
"1107",2003,1,12,994.5
"1108",2003,1,13,2096
"1109",2003,1,14,1706.5
"1110",2003,1,15,3117.5
"1111",2003,1,16,2807
"1112",2003,1,17,948
"1113",2003,1,18,843.5
"1114",2003,1,19,800
"1115",2003,1,20,726
"1116",2003,1,21,917
"1117",2003,1,22,1048.5
"1118",2003,1,23,566.5
"1119",2003,1,24,1661
"1120",2003,1,25,2444
"1121",2003,1,26,1385.5
"1122",2003,1,27,1391
"1123",2003,1,28,3118
"1124",2003,1,29,1699.5
"1125",2003,1,30,1750
"1126",2003,1,31,939.5
"1127",2003,2,1,2519
"1128",2003,2,2,3794.5
"1129",2003,2,3,3852.5
"1130",2003,2,4,3939.5
"1131",2003,2,5,4001
"1132",2003,2,6,3944
"1133",2003,2,7,3978.5
"1134",2003,2,8,4125.5
"1135",2003,2,9,4099.5
"1136",2003,2,10,4043.5
"1137",2003,2,11,2714.5
"1138",2003,2,12,1156
"1139",2003,2,13,1546.5
"1140",2003,2,14,2074.5
"1141",2003,2,15,2050.5
"1142",2003,2,16,3138
"1143",2003,2,17,3301.5
"1144",2003,2,18,4118
"1145",2003,2,19,3587
"1146",2003,2,20,4493
"1147",2003,2,21,4585
"1148",2003,2,22,4701.5
"1149",2003,2,23,4324
"1150",2003,2,24,1782
"1151",2003,2,25,4497.5
"1152",2003,2,26,4054
"1153",2003,2,27,4773.5
"1154",2003,2,28,3996
"1155",2003,3,1,4560.5
"1156",2003,3,2,5172.5
"1157",2003,3,3,3688.5
"1158",2003,3,4,5193
"1159",2003,3,5,5197
"1160",2003,3,6,5101.5
"1161",2003,3,7,5358.5
"1162",2003,3,8,4624
"1163",2003,3,9,4788
"1164",2003,3,10,4685
"1165",2003,3,11,4323
"1166",2003,3,12,4697.5
"1167",2003,3,13,3558
"1168",2003,3,14,3639.5
"1169",2003,3,15,5269.5
"1170",2003,3,16,2670.5
"1171",2003,3,17,5967
"1172",2003,3,18,6059
"1173",2003,3,19,4738
"1174",2003,3,20,5848.5
"1175",2003,3,21,5775
"1176",2003,3,22,4449
"1177",2003,3,23,4090.5
"1178",2003,3,24,6149.5
"1179",2003,3,25,5039.5
"1180",2003,3,26,5483
"1181",2003,3,27,6370
"1182",2003,3,28,6379
"1183",2003,3,29,6321
"1184",2003,3,30,5865.5
"1185",2003,3,31,5545
"1186",2003,4,1,3918
"1187",2003,4,2,5118.5
"1188",2003,4,3,5339.5
"1189",2003,4,4,6170.5
"1190",2003,4,5,6245.5
"1191",2003,4,6,4561.5
"1192",2003,4,7,6849.5
"1193",2003,4,8,6908
"1194",2003,4,9,5809.5
"1195",2003,4,10,4189.5
"1196",2003,4,11,6861.5
"1197",2003,4,12,1470
"1198",2003,4,13,5781.5
"1199",2003,4,14,6282
"1200",2003,4,15,5794
"1201",2003,4,16,4862.5
"1202",2003,4,17,4108.5
"1203",2003,4,18,7219.5
"1204",2003,4,19,7439
"1205",2003,4,20,5187.5
"1206",2003,4,21,5508.5
"1207",2003,4,22,6277
"1208",2003,4,23,5024.5
"1209",2003,4,24,3924
"1210",2003,4,25,2925.5
"1211",2003,4,26,6729.5
"1212",2003,4,27,7276
"1213",2003,4,28,5101.5
"1214",2003,4,29,5362.5
"1215",2003,4,30,7800.5
"1216",2003,5,1,5569
"1217",2003,5,2,2200.5
"1218",2003,5,3,4189.5
"1219",2003,5,4,5864.5
"1220",2003,5,5,6768.5
"1221",2003,5,6,6567.5
"1222",2003,5,7,6382.5
"1223",2003,5,8,6652.5
"1224",2003,5,9,7529.5
"1225",2003,5,10,8074.5
"1226",2003,5,11,7971
"1227",2003,5,12,8115.5
"1228",2003,5,13,7854.5
"1229",2003,5,14,7941.5
"1230",2003,5,15,8037
"1231",2003,5,16,7470.5
"1232",2003,5,17,8358
"1233",2003,5,18,8482
"1234",2003,5,19,8276
"1235",2003,5,20,8223
"1236",2003,5,21,8178.5
"1237",2003,5,22,8268.5
"1238",2003,5,23,8201.5
"1239",2003,5,24,7906
"1240",2003,5,25,7153.5
"1241",2003,5,26,8245.5
"1242",2003,5,27,8459
"1243",2003,5,28,8263.5
"1244",2003,5,29,7783
"1245",2003,5,30,7306.5
"1246",2003,5,31,8565.5
"1247",2003,6,1,8483.5
"1248",2003,6,2,8627
"1249",2003,6,3,8493.5
"1250",2003,6,4,8562
"1251",2003,6,5,8542.5
"1252",2003,6,6,8283
"1253",2003,6,7,8339
"1254",2003,6,8,8462
"1255",2003,6,9,8760
"1256",2003,6,10,7919.5
"1257",2003,6,11,8422
"1258",2003,6,12,6271.5
"1259",2003,6,13,8406.5
"1260",2003,6,14,8631.5
"1261",2003,6,15,8622
"1262",2003,6,16,8541
"1263",2003,6,17,8386.5
"1264",2003,6,18,7291
"1265",2003,6,19,8329
"1266",2003,6,20,8572
"1267",2003,6,21,8483.5
"1268",2003,6,22,8433
"1269",2003,6,23,8284.5
"1270",2003,6,24,8869.5
"1271",2003,6,25,8867
"1272",2003,6,26,8760.5
"1273",2003,6,27,8746.5
"1274",2003,6,28,8753.5
"1275",2003,6,29,9007.5
"1276",2003,6,30,8897.5
"1277",2003,7,1,8878
"1278",2003,7,2,8805.5
"1279",2003,7,3,8946
"1280",2003,7,4,8983.5
"1281",2003,7,5,8791.5
"1282",2003,7,6,8747.5
"1283",2003,7,7,8802.5
"1284",2003,7,8,8932.5
"1285",2003,7,9,8792
"1286",2003,7,10,8770.5
"1287",2003,7,11,8818
"1288",2003,7,12,8700
"1289",2003,7,13,8719
"1290",2003,7,14,8633.5
"1291",2003,7,15,8622.5
"1292",2003,7,16,8705.5
"1293",2003,7,17,8265
"1294",2003,7,18,8147
"1295",2003,7,19,7639
"1296",2003,7,20,7813.5
"1297",2003,7,21,7960.5
"1298",2003,7,22,7746
"1299",2003,7,23,4041.5
"1300",2003,7,24,7227
"1301",2003,7,25,7425
"1302",2003,7,26,8256
"1303",2003,7,27,8069.5
"1304",2003,7,28,7648
"1305",2003,7,29,7240
"1306",2003,7,30,5420
"1307",2003,7,31,6043
"1308",2003,8,1,6537.5
"1309",2003,8,2,5863.5
"1310",2003,8,3,7963.5
"1311",2003,8,4,8041.5
"1312",2003,8,5,7921
"1313",2003,8,6,7991.5
"1314",2003,8,7,8058.5
"1315",2003,8,8,7952
"1316",2003,8,9,8031
"1317",2003,8,10,7991.5
"1318",2003,8,11,8025.5
"1319",2003,8,12,8004
"1320",2003,8,13,7994
"1321",2003,8,14,7551.5
"1322",2003,8,15,7750
"1323",2003,8,16,7750
"1324",2003,8,17,7602.5
"1325",2003,8,18,7523.5
"1326",2003,8,19,7361
"1327",2003,8,20,7314
"1328",2003,8,21,4043
"1329",2003,8,22,5537.5
"1330",2003,8,23,7263.5
"1331",2003,8,24,7337
"1332",2003,8,25,7206
"1333",2003,8,26,7008.5
"1334",2003,8,27,7343
"1335",2003,8,28,7289.5
"1336",2003,8,29,7209.5
"1337",2003,8,30,6997.5
"1338",2003,8,31,6928
"1339",2003,9,1,6846.5
"1340",2003,9,2,6651.5
"1341",2003,9,3,5168
"1342",2003,9,4,6061
"1343",2003,9,5,6915
"1344",2003,9,6,6885
"1345",2003,9,7,5515.5
"1346",2003,9,8,6193.5
"1347",2003,9,9,4377.5
"1348",2003,9,10,6475
"1349",2003,9,11,6502.5
"1350",2003,9,12,6548.5
"1351",2003,9,13,6498.5
"1352",2003,9,14,6388.5
"1353",2003,9,15,5949
"1354",2003,9,16,5981.5
"1355",2003,9,17,6355
"1356",2003,9,18,6344.5
"1357",2003,9,19,6120
"1358",2003,9,20,6200
"1359",2003,9,21,6131.5
"1360",2003,9,22,5993
"1361",2003,9,23,5830.5
"1362",2003,9,24,5553.5
"1363",2003,9,25,5710.5
"1364",2003,9,26,5768
"1365",2003,9,27,5569.5
"1366",2003,9,28,5454
"1367",2003,9,29,5622
"1368",2003,9,30,5397
"1369",2003,10,1,5381
"1370",2003,10,2,4481
"1371",2003,10,3,4953.5
"1372",2003,10,4,4854.5
"1373",2003,10,5,5135.5
"1374",2003,10,6,5116
"1375",2003,10,7,5097
"1376",2003,10,8,5083.5
"1377",2003,10,9,5100
"1378",2003,10,10,5188.5
"1379",2003,10,11,5074
"1380",2003,10,12,4993.5
"1381",2003,10,13,5098
"1382",2003,10,14,4936.5
"1383",2003,10,15,4525
"1384",2003,10,16,4654.5
"1385",2003,10,17,4094.5
"1386",2003,10,18,4165
"1387",2003,10,19,3724.5
"1388",2003,10,20,4562
"1389",2003,10,21,4521
"1390",2003,10,22,3677.5
"1391",2003,10,23,4422.5
"1392",2003,10,24,4430.5
"1393",2003,10,25,4171
"1394",2003,10,26,4321
"1395",2003,10,27,4334.5
"1396",2003,10,28,4165.5
"1397",2003,10,29,4073.5
"1398",2003,10,30,4177.5
"1399",2003,10,31,1399.5
"1400",2003,11,1,4011
"1401",2003,11,2,1940.5
"1402",2003,11,3,3607
"1403",2003,11,4,3809.5
"1404",2003,11,5,2681
"1405",2003,11,6,2331.5
"1406",2003,11,7,2347.5
"1407",2003,11,8,2030
"1408",2003,11,9,2380.5
"1409",2003,11,10,3575
"1410",2003,11,11,3543
"1411",2003,11,12,3511
"1412",2003,11,13,3238.5
"1413",2003,11,14,892
"1414",2003,11,15,1641
"1415",2003,11,16,2617
"1416",2003,11,17,3093.5
"1417",2003,11,18,3169
"1418",2003,11,19,2507
"1419",2003,11,20,2336
"1420",2003,11,21,3303.5
"1421",2003,11,22,3293.5
"1422",2003,11,23,3269
"1423",2003,11,24,2909.5
"1424",2003,11,25,3078.5
"1425",2003,11,26,3091
"1426",2003,11,27,2211
"1427",2003,11,28,1160.5
"1428",2003,11,29,1171.5
"1429",2003,11,30,845.5
"1430",2003,12,1,471
"1431",2003,12,2,1644
"1432",2003,12,3,2445
"1433",2003,12,4,516
"1434",2003,12,5,1457
"1435",2003,12,6,780.5
"1436",2003,12,7,2863.5
"1437",2003,12,8,2900
"1438",2003,12,9,472.5
"1439",2003,12,10,1827.5
"1440",2003,12,11,2752.5
"1441",2003,12,12,870
"1442",2003,12,13,1386.5
"1443",2003,12,14,2800
"1444",2003,12,15,2628.5
"1445",2003,12,16,2198.5
"1446",2003,12,17,2244.5
"1447",2003,12,18,2577.5
"1448",2003,12,19,991
"1449",2003,12,20,748
"1450",2003,12,21,2212
"1451",2003,12,22,943.5
"1452",2003,12,23,552
"1453",2003,12,24,400.5
"1454",2003,12,25,1478.5
"1455",2003,12,26,2757
"1456",2003,12,27,2788.5
"1457",2003,12,28,1676
"1458",2003,12,29,437
"1459",2003,12,30,1393
"1460",2003,12,31,1241.5
"1461",2004,1,1,698.5
"1462",2004,1,2,1290.5
"1463",2004,1,3,2916
"1464",2004,1,4,2621
"1465",2004,1,5,2754.5
"1466",2004,1,6,884
"1467",2004,1,7,1323
"1468",2004,1,8,1467
"1469",2004,1,9,1033.5
"1470",2004,1,10,2523
"1471",2004,1,11,2663
"1472",2004,1,12,752
"1473",2004,1,13,732.5
"1474",2004,1,14,706.5
"1475",2004,1,15,1315
"1476",2004,1,16,700.5
"1477",2004,1,17,678
"1478",2004,1,18,1544
"1479",2004,1,19,662.5
"1480",2004,1,20,2283
"1481",2004,1,21,3371.5
"1482",2004,1,22,2938.5
"1483",2004,1,23,1973.5
"1484",2004,1,24,1008.5
"1485",2004,1,25,2997.5
"1486",2004,1,26,1590.5
"1487",2004,1,27,751
"1488",2004,1,28,2275.5
"1489",2004,1,29,2133.5
"1490",2004,1,30,2015
"1491",2004,1,31,3640.5
"1492",2004,2,1,1625.5
"1493",2004,2,2,937
"1494",2004,2,3,1528.5
"1495",2004,2,4,3578.5
"1496",2004,2,5,3178.5
"1497",2004,2,6,2472.5
"1498",2004,2,7,3735
"1499",2004,2,8,4028
"1500",2004,2,9,4131
"1501",2004,2,10,4204
"1502",2004,2,11,4163
"1503",2004,2,12,4173.5
"1504",2004,2,13,1858.5
"1505",2004,2,14,2803
"1506",2004,2,15,2138.5
"1507",2004,2,16,645
"1508",2004,2,17,776.5
"1509",2004,2,18,3784.5
"1510",2004,2,19,3927
"1511",2004,2,20,2894
"1512",2004,2,21,1434.5
"1513",2004,2,22,2115
"1514",2004,2,23,3894
"1515",2004,2,24,3908.5
"1516",2004,2,25,1143
"1517",2004,2,26,2795.5
"1518",2004,2,27,4405.5
"1519",2004,2,28,4300
"1520",2004,3,1,1058
"1521",2004,3,2,5178.5
"1522",2004,3,3,3020
"1523",2004,3,4,4630
"1524",2004,3,5,3109.5
"1525",2004,3,6,3999
"1526",2004,3,7,5339
"1527",2004,3,8,5156
"1528",2004,3,9,5444
"1529",2004,3,10,5686.5
"1530",2004,3,11,5322
"1531",2004,3,12,5656.5
"1532",2004,3,13,5708.5
"1533",2004,3,14,4976
"1534",2004,3,15,5834
"1535",2004,3,16,5899.5
"1536",2004,3,17,5876
"1537",2004,3,18,5653.5
"1538",2004,3,19,5852.5
"1539",2004,3,20,5962
"1540",2004,3,21,5874
"1541",2004,3,22,5840
"1542",2004,3,23,5049
"1543",2004,3,24,5854.5
"1544",2004,3,25,1898
"1545",2004,3,26,3966
"1546",2004,3,27,5877.5
"1547",2004,3,28,6298
"1548",2004,3,29,5562.5
"1549",2004,3,30,3882.5
"1550",2004,3,31,6572
"1551",2004,4,1,6792.5
"1552",2004,4,2,6712.5
"1553",2004,4,3,6558.5
"1554",2004,4,4,5978.5
"1555",2004,4,5,5658.5
"1556",2004,4,6,6822.5
"1557",2004,4,7,6647.5
"1558",2004,4,8,6850
"1559",2004,4,9,6894.5
"1560",2004,4,10,7074
"1561",2004,4,11,6570.5
"1562",2004,4,12,6896.5
"1563",2004,4,13,6992
"1564",2004,4,14,5207
"1565",2004,4,15,6015
"1566",2004,4,16,6918
"1567",2004,4,17,5498
"1568",2004,4,18,3835.5
"1569",2004,4,19,3427.5
"1570",2004,4,20,3790
"1571",2004,4,21,7025
"1572",2004,4,22,7783
"1573",2004,4,23,7372.5
"1574",2004,4,24,7475
"1575",2004,4,25,7463.5
"1576",2004,4,26,7587
"1577",2004,4,27,7815.5
"1578",2004,4,28,7964.5
"1579",2004,4,29,7983
"1580",2004,4,30,7853
"1581",2004,5,1,7362
"1582",2004,5,2,7855.5
"1583",2004,5,3,8090.5
"1584",2004,5,4,8110
"1585",2004,5,5,7795.5
"1586",2004,5,6,6979
"1587",2004,5,7,7673
"1588",2004,5,8,8134.5
"1589",2004,5,9,8145
"1590",2004,5,10,7778
"1591",2004,5,11,8031.5
"1592",2004,5,12,8330
"1593",2004,5,13,8259
"1594",2004,5,14,7762.5
"1595",2004,5,15,7539
"1596",2004,5,16,7915
"1597",2004,5,17,8284
"1598",2004,5,18,8102.5
"1599",2004,5,19,8279
"1600",2004,5,20,7468
"1601",2004,5,21,7861
"1602",2004,5,22,8275.5
"1603",2004,5,23,7572
"1604",2004,5,24,8430
"1605",2004,5,25,8338
"1606",2004,5,26,8152.5
"1607",2004,5,27,5835.5
"1608",2004,5,28,6756.5
"1609",2004,5,29,8700.5
"1610",2004,5,30,8754.5
"1611",2004,5,31,8173.5
"1612",2004,6,1,8602
"1613",2004,6,2,8742.5
"1614",2004,6,3,8075
"1615",2004,6,4,7944
"1616",2004,6,5,7809.5
"1617",2004,6,6,8722.5
"1618",2004,6,7,8883
"1619",2004,6,8,8611.5
"1620",2004,6,9,8272.5
"1621",2004,6,10,8586.5
"1622",2004,6,11,8245.5
"1623",2004,6,12,8573
"1624",2004,6,13,8750.5
"1625",2004,6,14,7814
"1626",2004,6,15,8843.5
"1627",2004,6,16,8297.5
"1628",2004,6,17,8685
"1629",2004,6,18,8697
"1630",2004,6,19,8737
"1631",2004,6,20,8652
"1632",2004,6,21,8669.5
"1633",2004,6,22,8724.5
"1634",2004,6,23,8694
"1635",2004,6,24,8830.5
"1636",2004,6,25,8894.5
"1637",2004,6,26,8862
"1638",2004,6,27,8734
"1639",2004,6,28,8316.5
"1640",2004,6,29,8460
"1641",2004,6,30,8243.5
"1642",2004,7,1,8265
"1643",2004,7,2,8283.5
"1644",2004,7,3,8138
"1645",2004,7,4,8596.5
"1646",2004,7,5,8517.5
"1647",2004,7,6,8437.5
"1648",2004,7,7,8529.5
"1649",2004,7,8,8590
"1650",2004,7,9,8007.5
"1651",2004,7,10,8639
"1652",2004,7,11,8719
"1653",2004,7,12,8710.5
"1654",2004,7,13,8758
"1655",2004,7,14,8841
"1656",2004,7,15,8760
"1657",2004,7,16,7789.5
"1658",2004,7,17,8277.5
"1659",2004,7,18,8229.5
"1660",2004,7,19,8120.5
"1661",2004,7,20,8357
"1662",2004,7,21,8395
"1663",2004,7,22,8449.5
"1664",2004,7,23,8110
"1665",2004,7,24,8172
"1666",2004,7,25,8425
"1667",2004,7,26,8380.5
"1668",2004,7,27,8293
"1669",2004,7,28,8241.5
"1670",2004,7,29,8056.5
"1671",2004,7,30,8245
"1672",2004,7,31,8131
"1673",2004,8,1,7761
"1674",2004,8,2,8022.5
"1675",2004,8,3,8012
"1676",2004,8,4,8009
"1677",2004,8,5,8103.5
"1678",2004,8,6,7959.5
"1679",2004,8,7,8073.5
"1680",2004,8,8,7897
"1681",2004,8,9,8084
"1682",2004,8,10,8021.5
"1683",2004,8,11,7007
"1684",2004,8,12,7461
"1685",2004,8,13,7589.5
"1686",2004,8,14,7485.5
"1687",2004,8,15,6615.5
"1688",2004,8,16,7620
"1689",2004,8,17,7187.5
"1690",2004,8,18,7450
"1691",2004,8,19,6178
"1692",2004,8,20,7234
"1693",2004,8,21,7241.5
"1694",2004,8,22,5382.5
"1695",2004,8,23,6128.5
"1696",2004,8,24,6732
"1697",2004,8,25,7149.5
"1698",2004,8,26,7239.5
"1699",2004,8,27,7389
"1700",2004,8,28,7268.5
"1701",2004,8,29,7131.5
"1702",2004,8,30,7049.5
"1703",2004,8,31,6986
"1704",2004,9,1,6841
"1705",2004,9,2,7052
"1706",2004,9,3,7062.5
"1707",2004,9,4,6906
"1708",2004,9,5,6820
"1709",2004,9,6,6735.5
"1710",2004,9,7,6756
"1711",2004,9,8,6785
"1712",2004,9,9,6774.5
"1713",2004,9,10,6661
"1714",2004,9,11,6559
"1715",2004,9,12,6382
"1716",2004,9,13,6405.5
"1717",2004,9,14,6541.5
"1718",2004,9,15,6319.5
"1719",2004,9,16,6218
"1720",2004,9,17,6037.5
"1721",2004,9,18,4376.5
"1722",2004,9,19,3316
"1723",2004,9,20,6107.5
"1724",2004,9,21,6160.5
"1725",2004,9,22,6016.5
"1726",2004,9,23,5864.5
"1727",2004,9,24,5867.5
"1728",2004,9,25,5878
"1729",2004,9,26,5842
"1730",2004,9,27,5754
"1731",2004,9,28,5073.5
"1732",2004,9,29,5306
"1733",2004,9,30,5291.5
"1734",2004,10,1,5164.5
"1735",2004,10,2,5063.5
"1736",2004,10,3,5137.5
"1737",2004,10,4,5082.5
"1738",2004,10,5,4768.5
"1739",2004,10,6,5055.5
"1740",2004,10,7,5113.5
"1741",2004,10,8,4939.5
"1742",2004,10,9,4993.5
"1743",2004,10,10,4966
"1744",2004,10,11,5144.5
"1745",2004,10,12,4887.5
"1746",2004,10,13,4813.5
"1747",2004,10,14,3557
"1748",2004,10,15,4131.5
"1749",2004,10,16,4027.5
"1750",2004,10,17,1664
"1751",2004,10,18,2853
"1752",2004,10,19,1226.5
"1753",2004,10,20,3487
"1754",2004,10,21,4384.5
"1755",2004,10,22,3600.5
"1756",2004,10,23,688
"1757",2004,10,24,4104
"1758",2004,10,25,3471
"1759",2004,10,26,3521
"1760",2004,10,27,3992.5
"1761",2004,10,28,2299.5
"1762",2004,10,29,3338
"1763",2004,10,30,3883.5
"1764",2004,10,31,4187.5
"1765",2004,11,1,3983.5
"1766",2004,11,2,3828
"1767",2004,11,3,1293.5
"1768",2004,11,4,2970
"1769",2004,11,5,3761.5
"1770",2004,11,6,3777.5
"1771",2004,11,7,3496
"1772",2004,11,8,1763.5
"1773",2004,11,9,1626.5
"1774",2004,11,10,877.5
"1775",2004,11,11,640
"1776",2004,11,12,3333.5
"1777",2004,11,13,3198.5
"1778",2004,11,14,2607.5
"1779",2004,11,15,2376.5
"1780",2004,11,16,2391.5
"1781",2004,11,17,2785.5
"1782",2004,11,18,709
"1783",2004,11,19,3104.5
"1784",2004,11,20,3354
"1785",2004,11,21,3347
"1786",2004,11,22,2862.5
"1787",2004,11,23,3110.5
"1788",2004,11,24,3047.5
"1789",2004,11,25,1331.5
"1790",2004,11,26,2015
"1791",2004,11,27,2751.5
"1792",2004,11,28,3173
"1793",2004,11,29,3086.5
"1794",2004,11,30,2826.5
"1795",2004,12,1,2947
"1796",2004,12,2,2996
"1797",2004,12,3,3068.5
"1798",2004,12,4,1969.5
"1799",2004,12,5,2769.5
"1800",2004,12,6,1755
"1801",2004,12,7,1123.5
"1802",2004,12,8,434
"1803",2004,12,9,2365
"1804",2004,12,10,2123
"1805",2004,12,11,1853.5
"1806",2004,12,12,783.5
"1807",2004,12,13,1359.5
"1808",2004,12,14,614
"1809",2004,12,15,2461
"1810",2004,12,16,2510.5
"1811",2004,12,17,2066
"1812",2004,12,18,1176
"1813",2004,12,19,953.5
"1814",2004,12,20,411
"1815",2004,12,21,2837
"1816",2004,12,22,2572
"1817",2004,12,23,2680
"1818",2004,12,24,1399.5
"1819",2004,12,25,889.5
"1820",2004,12,26,1027
"1821",2004,12,27,514.5
"1822",2004,12,28,732
"1823",2004,12,29,1447.5
"1824",2004,12,30,1553.5
"1825",2004,12,31,2023
"1826",2005,1,1,1909
"1827",2005,1,2,784
"1828",2005,1,3,815.5
"1829",2005,1,4,2188
"1830",2005,1,5,680
"1831",2005,1,6,2662.5
"1832",2005,1,7,823.5
"1833",2005,1,8,1405
"1834",2005,1,9,1875.5
"1835",2005,1,10,1484.5
"1836",2005,1,11,1219.5
"1837",2005,1,12,3141
"1838",2005,1,13,1451
"1839",2005,1,14,1910
"1840",2005,1,15,1049
"1841",2005,1,16,2894.5
"1842",2005,1,17,805
"1843",2005,1,18,790
"1844",2005,1,19,812
"1845",2005,1,20,1079
"1846",2005,1,21,713
"1847",2005,1,22,801.5
"1848",2005,1,23,1071.5
"1849",2005,1,24,889
"1850",2005,1,25,1615
"1851",2005,1,26,1288
"1852",2005,1,27,2210.5
"1853",2005,1,28,1653
"1854",2005,1,29,2832
"1855",2005,1,30,3391
"1856",2005,1,31,3258
"1857",2005,2,1,3708
"1858",2005,2,2,3634
"1859",2005,2,3,3455
"1860",2005,2,4,2848.5
"1861",2005,2,5,3412
"1862",2005,2,6,3679
"1863",2005,2,7,2929
"1864",2005,2,8,2914.5
"1865",2005,2,9,3008
"1866",2005,2,10,3948.5
"1867",2005,2,11,2123.5
"1868",2005,2,12,3855.5
"1869",2005,2,13,1785.5
"1870",2005,2,14,1097.5
"1871",2005,2,15,594
"1872",2005,2,16,1075
"1873",2005,2,17,2434.5
"1874",2005,2,18,2079
"1875",2005,2,19,1513
"1876",2005,2,20,2127.5
"1877",2005,2,21,2671.5
"1878",2005,2,22,4327.5
"1879",2005,2,23,4617
"1880",2005,2,24,1665
"1881",2005,2,25,1527
"1882",2005,2,26,3261
"1883",2005,2,27,1997.5
"1884",2005,2,28,4658.5
"1885",2005,3,1,4142.5
"1886",2005,3,2,3132.5
"1887",2005,3,3,3982.5
"1888",2005,3,4,2561
"1889",2005,3,5,5266.5
"1890",2005,3,6,4993.5
"1891",2005,3,7,4860
"1892",2005,3,8,5378
"1893",2005,3,9,4877
"1894",2005,3,10,5534
"1895",2005,3,11,5603
"1896",2005,3,12,5588.5
"1897",2005,3,13,5080
"1898",2005,3,14,5883
"1899",2005,3,15,5788
"1900",2005,3,16,3815
"1901",2005,3,17,3975
"1902",2005,3,18,2382.5
"1903",2005,3,19,2820.5
"1904",2005,3,20,3191.5
"1905",2005,3,21,3433.5
"1906",2005,3,22,2430
"1907",2005,3,23,2699.5
"1908",2005,3,24,5275.5
"1909",2005,3,25,5820
"1910",2005,3,26,4936.5
"1911",2005,3,27,3320.5
"1912",2005,3,28,6255.5
"1913",2005,3,29,4421
"1914",2005,3,30,6691.5
"1915",2005,3,31,6559
"1916",2005,4,1,5853
"1917",2005,4,2,6342.5
"1918",2005,4,3,2400
"1919",2005,4,4,5883.5
"1920",2005,4,5,6775
"1921",2005,4,6,6548
"1922",2005,4,7,4387
"1923",2005,4,8,3785.5
"1924",2005,4,9,6920.5
"1925",2005,4,10,6897.5
"1926",2005,4,11,6379
"1927",2005,4,12,6920
"1928",2005,4,13,6786.5
"1929",2005,4,14,7216.5
"1930",2005,4,15,7017
"1931",2005,4,16,6805
"1932",2005,4,17,6793
"1933",2005,4,18,7186.5
"1934",2005,4,19,7634
